"","X","Unit","Date","ID","Year","Month","Individual","INJ","TA","takeover.date","time.since.takeover","Sex","DOB","Age","AgeCat","T.State.Date","T.State","I.State.Date","I.State","to_yn","next.takeover","time.to.takeover"
"3930","3810","M","2010-09-01","MIM","2010"," 9","Mimi",0,"FALSE","1/1/10"," 34.714286","FALSE","1998-09-09","11.969904","A","2/1/09","Lactating","4/15/10","Cycling","N","2011-08-01",47.7142857142857
"3931","3820","M","2010-10-01","MIM","2010","10","Mimi",0,"FALSE","1/1/10"," 39.000000","FALSE","1998-09-09","12.051984","A","2/1/09","Lactating","4/15/10","Cycling","N","2011-08-01",43.4285714285714
"3932","3830","M","2010-11-01","MIM","2010","11","Mimi",0,"FALSE","1/1/10"," 43.428571","FALSE","1998-09-09","12.136799","A","2/1/09","Lactating","4/15/10","Cycling","N","2011-08-01",39
"3933","3836","M","2010-12-01","MIM","2010","12","Mimi",0,"FALSE","1/1/10"," 47.714286","FALSE","1998-09-09","12.218878","A","2/1/09","Lactating","4/15/10","Cycling","N","2011-08-01",34.7142857142857
"3935","3856","M","2011-04-01","MIM","2011"," 4","Mimi",0,"FALSE","1/1/10"," 65.000000","FALSE","1998-09-09","12.549932","A","2/1/09","Lactating","3/25/11","Pregnant","N","2011-08-01",17.4285714285714
"3936","3866","M","2011-05-01","MIM","2011"," 5","Mimi",0,"FALSE","1/1/10"," 69.285714","FALSE","1998-09-09","12.632011","A","2/1/09","Lactating","3/25/11","Pregnant","N","2011-08-01",13.1428571428571
"3937","3876","M","2011-06-01","MIM","2011"," 6","Mimi",0,"FALSE","1/1/10"," 73.714286","FALSE","1998-09-09","12.716826","A","2/1/09","Lactating","3/25/11","Pregnant","N","2011-08-01",8.71428571428571
"3938","3884","M","2011-07-01","MIM","2011"," 7","Mimi",0,"FALSE","1/1/10"," 78.000000","FALSE","1998-09-09","12.798906","A","2/1/09","Lactating","3/25/11","Pregnant","N","2011-08-01",4.42857142857143
"3939","3893","M","2011-08-01","MIM","2011"," 8","Mimi",0,"FALSE","1/1/10"," 82.428571","FALSE","1998-09-09","12.883721","A","2/1/09","Lactating","3/25/11","Pregnant","N","2011-08-01",0
"3940","3903","M","2011-09-01","MIM","2011"," 9","Mimi",0,"FALSE","8/1/11","  4.428571","FALSE","1998-09-09","12.968536","A","3/25/11","Pregnant","3/25/11","Pregnant","Y","2012-04-01",30.4285714285714
"3941","3908","M","2011-10-01","MIM","2011","10","Mimi",0,"FALSE","8/1/11","  8.714286","FALSE","1998-09-09","13.050616","A","3/25/11","Pregnant","9/24/11","Lactating","Y","2012-04-01",26.1428571428571
"3942","3921","M","2011-11-01","MIM","2011","11","Mimi",0,"FALSE","8/1/11"," 13.142857","FALSE","1998-09-09","13.135431","A","3/25/11","Pregnant","9/24/11","Lactating","N","2012-04-01",21.7142857142857
"3943","3932","M","2011-12-01","MIM","2011","12","Mimi",0,"FALSE","8/1/11"," 17.428571","FALSE","1998-09-09","13.217510","A","3/25/11","Pregnant","9/24/11","Lactating","N","2012-04-01",17.4285714285714
"3944","3943","M","2012-01-01","MIM","2012"," 1","Mimi",0,"FALSE","8/1/11"," 21.857143","FALSE","1998-09-09","13.302326","A","3/25/11","Pregnant","9/24/11","Lactating","N","2012-04-01",13
"3945","3950","M","2012-02-01","MIM","2012"," 2","Mimi",0,"FALSE","8/1/11"," 26.285714","FALSE","1998-09-09","13.387141","A","3/25/11","Pregnant","9/24/11","Lactating","N","2012-04-01",8.57142857142857
"3946","3964","M","2013-05-01","MIM","2013"," 5","Mimi",0,"FALSE","3/1/13","  8.714286","FALSE","1998-09-09","14.632011","A","9/24/11","Lactating","4/14/13","Pregnant","Y","2013-05-01",0
"3947","3969","M","2013-06-01","MIM","2013"," 6","Mimi",0,"FALSE","5/1/13","  4.428571","FALSE","1998-09-09","14.716826","A","4/14/13","Pregnant","4/14/13","Pregnant","Y",NA,NA
"3948","3980","M","2013-08-01","MIM","2013"," 8","Mimi",0,"FALSE","5/1/13"," 13.142857","FALSE","1998-09-09","14.883721","A","4/14/13","Pregnant","4/14/13","Pregnant","N",NA,NA
"3949","3990","M","2013-09-01","MIM","2013"," 9","Mimi",0,"FALSE","5/1/13"," 17.571429","FALSE","1998-09-09","14.968536","A","4/14/13","Pregnant","4/14/13","Pregnant","N",NA,NA
"3950","4004","M","2013-10-01","MIM","2013","10","Mimi",0,"FALSE","5/1/13"," 21.857143","FALSE","1998-09-09","15.050616","A","4/14/13","Pregnant","4/14/13","Pregnant","N",NA,NA
"3951","4014","M","2013-11-01","MIM","2013","11","Mimi",0,"FALSE","5/1/13"," 26.285714","FALSE","1998-09-09","15.135431","A","4/14/13","Pregnant","10/14/13","Lactating","N",NA,NA
"3952","4022","M","2013-12-01","MIM","2013","12","Mimi",0,"FALSE","5/1/13"," 30.571429","FALSE","1998-09-09","15.217510","A","4/14/13","Pregnant","10/14/13","Lactating","N",NA,NA
"3953","4040","M","2014-01-01","MIM","2014"," 1","Mimi",0,"FALSE","5/1/13"," 35.000000","FALSE","1998-09-09","15.302326","A","4/14/13","Pregnant","10/14/13","Lactating","N",NA,NA
"3954","4041","M","2014-03-01","MIM","2014"," 3","Mimi",0,"FALSE","5/1/13"," 43.428571","FALSE","1998-09-09","15.463748","A","4/14/13","Pregnant","10/14/13","Lactating","N",NA,NA
"3955","4052","M","2014-04-01","MIM","2014"," 4","Mimi",0,"FALSE","5/1/13"," 47.857143","FALSE","1998-09-09","15.548564","A","4/14/13","Pregnant","3/24/14","Pregnant","N",NA,NA
"3956","4065","M","2014-05-01","MIM","2014"," 5","Mimi",0,"FALSE","5/1/13"," 52.142857","FALSE","1998-09-09","15.630643","A","4/14/13","Pregnant","3/24/14","Pregnant","N",NA,NA
"3957","4076","M","2014-06-01","MIM","2014"," 6","Mimi",0,"FALSE","5/1/13"," 56.571429","FALSE","1998-09-09","15.715458","A","4/14/13","Pregnant","3/24/14","Pregnant","N",NA,NA
"3958","4088","M","2014-07-01","MIM","2014"," 7","Mimi",0,"FALSE","5/1/13"," 60.857143","FALSE","1998-09-09","15.797538","A","4/14/13","Pregnant","3/24/14","Pregnant","N",NA,NA
"3959","4101","M","2014-08-01","MIM","2014"," 8","Mimi",0,"FALSE","5/1/13"," 65.285714","FALSE","1998-09-09","15.882353","A","4/14/13","Pregnant","3/24/14","Pregnant","N",NA,NA
"3960","4117","M","2014-09-01","MIM","2014"," 9","Mimi",0,"FALSE","5/1/13"," 69.714286","FALSE","1998-09-09","15.967168","A","4/14/13","Pregnant","3/24/14","Pregnant","N",NA,NA
"3961","4123","M","2014-10-01","MIM","2014","10","Mimi",0,"FALSE","5/1/13"," 74.000000","FALSE","1998-09-09","16.049248","A","4/14/13","Pregnant","9/20/14","Lactating","N",NA,NA
"3962","4130","M","2014-12-01","MIM","2014","12","Mimi",0,"FALSE","5/1/13"," 82.714286","FALSE","1998-09-09","16.216142","A","4/14/13","Pregnant","9/20/14","Lactating","N",NA,NA
"3963","4145","M","2015-04-01","MIM","2015"," 4","Mimi",0,"FALSE","5/1/13","100.000000","FALSE","1998-09-09","16.547196","A","4/14/13","Pregnant","9/20/14","Lactating","N",NA,NA
"3964","4153","M","2015-05-01","MIM","2015"," 5","Mimi",0,"FALSE","5/1/13","104.285714","FALSE","1998-09-09","16.629275","A","4/14/13","Pregnant","9/20/14","Lactating","N",NA,NA
"3965","4175","M","2015-06-01","MIM","2015"," 6","Mimi",0,"FALSE","5/1/13","108.714286","FALSE","1998-09-09","16.714090","A","4/14/13","Pregnant","9/20/14","Lactating","N",NA,NA
"3966","4180","M","2015-07-01","MIM","2015"," 7","Mimi",0,"FALSE","5/1/13","113.000000","FALSE","1998-09-09","16.796170","A","4/14/13","Pregnant","9/20/14","Lactating","N",NA,NA
"3967","4199","M","2015-08-01","MIM","2015"," 8","Mimi",0,"FALSE","5/1/13","117.428571","FALSE","1998-09-09","16.880985","A","4/14/13","Pregnant","9/20/14","Lactating","N",NA,NA
"3968","4209","M","2015-09-01","MIM","2015"," 9","Mimi",0,"FALSE","5/1/13","121.857143","FALSE","1998-09-09","16.965800","A","4/14/13","Pregnant","9/20/14","Lactating","N",NA,NA
"3969","4220","M","2015-10-01","MIM","2015","10","Mimi",0,"FALSE","5/1/13","126.142857","FALSE","1998-09-09","17.047880","A","4/14/13","Pregnant","9/20/14","Lactating","N",NA,NA
"3970","4232","M","2015-11-01","MIM","2015","11","Mimi",0,"FALSE","5/1/13","130.571429","FALSE","1998-09-09","17.132695","A","4/14/13","Pregnant","9/20/14","Lactating","N",NA,NA
"3971","4244","M","2015-12-01","MIM","2015","12","Mimi",0,"FALSE","5/1/13","134.857143","FALSE","1998-09-09","17.214774","A","4/14/13","Pregnant","9/20/14","Lactating","N",NA,NA
"3972","4251","M","2016-01-01","MIM","2016"," 1","Mimi",0,"FALSE","5/1/13","139.285714","FALSE","1998-09-09","17.299590","A","4/14/13","Pregnant","9/20/14","Lactating","N",NA,NA
"3973","4263","M","2016-02-01","MIM","2016"," 2","Mimi",0,"FALSE","5/1/13","143.714286","FALSE","1998-09-09","17.384405","A","4/14/13","Pregnant","9/20/14","Lactating","N",NA,NA
"3974","4276","M","2016-03-01","MIM","2016"," 3","Mimi",0,"FALSE","5/1/13","147.857143","FALSE","1998-09-09","17.463748","A","4/14/13","Pregnant","9/20/14","Lactating","N",NA,NA
"3975","4286","M","2016-04-01","MIM","2016"," 4","Mimi",0,"FALSE","5/1/13","152.285714","FALSE","1998-09-09","17.548564","A","4/14/13","Pregnant","9/20/14","Lactating","N",NA,NA
"3976","4297","M","2016-05-01","MIM","2016"," 5","Mimi",0,"FALSE","5/1/13","156.571429","FALSE","1998-09-09","17.630643","A","4/14/13","Pregnant","4/16/16","Cycling","N",NA,NA
"3977","4312","M","2016-06-01","MIM","2016"," 6","Mimi",0,"FALSE","5/1/13","161.000000","FALSE","1998-09-09","17.715458","A","4/14/13","Pregnant","4/16/16","Cycling","N",NA,NA
"3978","4325","M","2016-07-01","MIM","2016"," 7","Mimi",0,"FALSE","5/1/13","165.285714","FALSE","1998-09-09","17.797538","A","4/14/13","Pregnant","4/16/16","Cycling","N",NA,NA
"3979","4355","M","2017-05-01","MIM","2017"," 5","Mimi",0,"FALSE","5/1/13","208.714286","FALSE","1998-09-09","18.629275","A","4/14/13","Pregnant","1/10/17","Lactating","N",NA,NA
"3980","4361","M","2017-06-01","MIM","2017"," 6","Mimi",0,"FALSE","5/1/13","213.142857","FALSE","1998-09-09","18.714090","A","4/14/13","Pregnant","1/10/17","Lactating","N",NA,NA
"3981","4370","M","2017-07-01","MIM","2017"," 7","Mimi",0,"FALSE","5/1/13","217.428571","FALSE","1998-09-09","18.796170","A","4/14/13","Pregnant","1/10/17","Lactating","N",NA,NA
"3982","4378","M","2017-08-01","MIM","2017"," 8","Mimi",0,"FALSE","5/1/13","221.857143","FALSE","1998-09-09","18.880985","A","4/14/13","Pregnant","1/10/17","Lactating","N",NA,NA
"3983","3911","M","2011-10-01","MOI","2011","10","Moira",0,"FALSE","8/1/11","  8.714286","FALSE","2007-07-12"," 4.218878","A",NA,NA,"9/26/11","Cycling","Y","2013-03-01",73.8571428571429
"3984","3915","M","2011-11-01","MOI","2011","11","Moira",0,"FALSE","8/1/11"," 13.142857","FALSE","2007-07-12"," 4.303694","A",NA,NA,"9/26/11","Cycling","N","2013-03-01",69.4285714285714
"3985","3925","M","2011-12-01","MOI","2011","12","Moira",0,"FALSE","8/1/11"," 17.428571","FALSE","2007-07-12"," 4.385773","A",NA,NA,"9/26/11","Cycling","N","2013-03-01",65.1428571428571
"3986","3938","M","2012-01-01","MOI","2012"," 1","Moira",0,"FALSE","8/1/11"," 21.857143","FALSE","2007-07-12"," 4.470588","A",NA,NA,"9/26/11","Cycling","N","2013-03-01",60.7142857142857
"3987","3949","M","2012-02-01","MOI","2012"," 2","Moira",0,"FALSE","8/1/11"," 26.285714","FALSE","2007-07-12"," 4.555404","A",NA,NA,"9/26/11","Cycling","N","2013-03-01",56.2857142857143
"3989","3972","M","2013-06-01","MOI","2013"," 6","Moira",0,"FALSE","5/1/13","  4.428571","FALSE","2007-07-12"," 5.885089","A","9/26/11","Cycling","9/26/11","Cycling","Y",NA,NA
"3990","3976","M","2013-08-01","MOI","2013"," 8","Moira",0,"FALSE","5/1/13"," 13.142857","FALSE","2007-07-12"," 6.051984","A","9/26/11","Cycling","9/26/11","Cycling","N",NA,NA
"3991","3988","M","2013-09-01","MOI","2013"," 9","Moira",0,"FALSE","5/1/13"," 17.571429","FALSE","2007-07-12"," 6.136799","A","9/26/11","Cycling","8/26/13","Pregnant","N",NA,NA
"3992","4001","M","2013-10-01","MOI","2013","10","Moira",0,"FALSE","5/1/13"," 21.857143","FALSE","2007-07-12"," 6.218878","A","9/26/11","Cycling","8/26/13","Pregnant","N",NA,NA
"3993","4009","M","2013-11-01","MOI","2013","11","Moira",0,"FALSE","5/1/13"," 26.285714","FALSE","2007-07-12"," 6.303694","A","9/26/11","Cycling","8/26/13","Pregnant","N",NA,NA
"3994","4025","M","2013-12-01","MOI","2013","12","Moira",0,"FALSE","5/1/13"," 30.571429","FALSE","2007-07-12"," 6.385773","A","9/26/11","Cycling","8/26/13","Pregnant","N",NA,NA
"3995","4034","M","2014-01-01","MOI","2014"," 1","Moira",0,"FALSE","5/1/13"," 35.000000","FALSE","2007-07-12"," 6.470588","A","9/26/11","Cycling","8/26/13","Pregnant","N",NA,NA
"3996","4049","M","2014-03-01","MOI","2014"," 3","Moira",0,"FALSE","5/1/13"," 43.428571","FALSE","2007-07-12"," 6.632011","A","9/26/11","Cycling","2/25/14","Lactating","N",NA,NA
"3997","4057","M","2014-04-01","MOI","2014"," 4","Moira",0,"FALSE","5/1/13"," 47.857143","FALSE","2007-07-12"," 6.716826","A","9/26/11","Cycling","2/25/14","Lactating","N",NA,NA
"3998","4083","M","2014-06-01","MOI","2014"," 6","Moira",0,"FALSE","5/1/13"," 56.571429","FALSE","2007-07-12"," 6.883721","A","9/26/11","Cycling","2/25/14","Lactating","N",NA,NA
"3999","4089","M","2014-07-01","MOI","2014"," 7","Moira",0,"FALSE","5/1/13"," 60.857143","FALSE","2007-07-12"," 6.965800","A","9/26/11","Cycling","2/25/14","Lactating","N",NA,NA
"4000","4103","M","2014-08-01","MOI","2014"," 8","Moira",0,"FALSE","5/1/13"," 65.285714","FALSE","2007-07-12"," 7.050616","A","9/26/11","Cycling","2/25/14","Lactating","N",NA,NA
"4001","4114","M","2014-09-01","MOI","2014"," 9","Moira",0,"FALSE","5/1/13"," 69.714286","FALSE","2007-07-12"," 7.135431","A","9/26/11","Cycling","2/25/14","Lactating","N",NA,NA
"4002","4122","M","2014-10-01","MOI","2014","10","Moira",0,"FALSE","5/1/13"," 74.000000","FALSE","2007-07-12"," 7.217510","A","9/26/11","Cycling","2/25/14","Lactating","N",NA,NA
"4003","4136","M","2014-12-01","MOI","2014","12","Moira",0,"FALSE","5/1/13"," 82.714286","FALSE","2007-07-12"," 7.384405","A","9/26/11","Cycling","2/25/14","Lactating","N",NA,NA
"4004","4143","M","2015-04-01","MOI","2015"," 4","Moira",0,"FALSE","5/1/13","100.000000","FALSE","2007-07-12"," 7.715458","A","9/26/11","Cycling","2/25/14","Lactating","N",NA,NA
"4005","4161","M","2015-05-01","MOI","2015"," 5","Moira",0,"FALSE","5/1/13","104.285714","FALSE","2007-07-12"," 7.797538","A","9/26/11","Cycling","2/25/14","Lactating","N",NA,NA
"4006","4166","M","2015-06-01","MOI","2015"," 6","Moira",0,"FALSE","5/1/13","108.714286","FALSE","2007-07-12"," 7.882353","A","9/26/11","Cycling","2/25/14","Lactating","N",NA,NA
"4007","4185","M","2015-07-01","MOI","2015"," 7","Moira",0,"FALSE","5/1/13","113.000000","FALSE","2007-07-12"," 7.964432","A","9/26/11","Cycling","2/25/14","Lactating","N",NA,NA
"4008","4198","M","2015-08-01","MOI","2015"," 8","Moira",0,"FALSE","5/1/13","117.428571","FALSE","2007-07-12"," 8.049248","A","9/26/11","Cycling","2/25/14","Lactating","N",NA,NA
"4009","4208","M","2015-09-01","MOI","2015"," 9","Moira",0,"FALSE","5/1/13","121.857143","FALSE","2007-07-12"," 8.134063","A","9/26/11","Cycling","2/25/14","Lactating","N",NA,NA
"4010","4217","M","2015-10-01","MOI","2015","10","Moira",0,"FALSE","5/1/13","126.142857","FALSE","2007-07-12"," 8.216142","A","9/26/11","Cycling","2/25/14","Lactating","N",NA,NA
"4011","4233","M","2015-11-01","MOI","2015","11","Moira",0,"FALSE","5/1/13","130.571429","FALSE","2007-07-12"," 8.300958","A","9/26/11","Cycling","2/25/14","Lactating","N",NA,NA
"4012","4239","M","2015-12-01","MOI","2015","12","Moira",0,"FALSE","5/1/13","134.857143","FALSE","2007-07-12"," 8.383037","A","9/26/11","Cycling","2/25/14","Lactating","N",NA,NA
"4013","4258","M","2016-01-01","MOI","2016"," 1","Moira",0,"FALSE","5/1/13","139.285714","FALSE","2007-07-12"," 8.467852","A","9/26/11","Cycling","2/25/14","Lactating","N",NA,NA
"4014","4262","M","2016-02-01","MOI","2016"," 2","Moira",0,"FALSE","5/1/13","143.714286","FALSE","2007-07-12"," 8.552668","A","9/26/11","Cycling","2/25/14","Lactating","N",NA,NA
"4015","4279","M","2016-03-01","MOI","2016"," 3","Moira",0,"FALSE","5/1/13","147.857143","FALSE","2007-07-12"," 8.632011","A","9/26/11","Cycling","2/25/14","Lactating","N",NA,NA
"4016","4287","M","2016-04-01","MOI","2016"," 4","Moira",0,"FALSE","5/1/13","152.285714","FALSE","2007-07-12"," 8.716826","A","9/26/11","Cycling","2/25/14","Lactating","N",NA,NA
"4017","4300","M","2016-05-01","MOI","2016"," 5","Moira",0,"FALSE","5/1/13","156.571429","FALSE","2007-07-12"," 8.798906","A","9/26/11","Cycling","4/1/16","Cycling","N",NA,NA
"4018","4310","M","2016-06-01","MOI","2016"," 6","Moira",0,"FALSE","5/1/13","161.000000","FALSE","2007-07-12"," 8.883721","A","9/26/11","Cycling","4/1/16","Cycling","N",NA,NA
"4019","4322","M","2016-07-01","MOI","2016"," 7","Moira",0,"FALSE","5/1/13","165.285714","FALSE","2007-07-12"," 8.965800","A","9/26/11","Cycling","4/1/16","Cycling","N",NA,NA
"4020","4347","M","2017-05-01","MOI","2017"," 5","Moira",0,"FALSE","5/1/13","208.714286","FALSE","2007-07-12"," 9.797538","A","9/26/11","Cycling","2/6/17","Pregnant","N",NA,NA
"4021","4357","M","2017-06-01","MOI","2017"," 6","Moira",0,"FALSE","5/1/13","213.142857","FALSE","2007-07-12"," 9.882353","A","9/26/11","Cycling","2/6/17","Pregnant","N",NA,NA
"4022","4374","M","2017-07-01","MOI","2017"," 7","Moira",0,"FALSE","5/1/13","217.428571","FALSE","2007-07-12"," 9.964432","A","9/26/11","Cycling","2/6/17","Pregnant","N",NA,NA
"4023","4387","M","2017-08-01","MOI","2017"," 8","Moira",0,"FALSE","5/1/13","221.857143","FALSE","2007-07-12","10.049248","A","9/26/11","Cycling","2/6/17","Pregnant","N",NA,NA
"4024","4389","M1","2008-05-01","MON","2008"," 5","Monica",0,"FALSE","5/1/08","  0.000000","FALSE","1993-06-06","14.891929","A","7/12/07","Lactating","7/12/07","Lactating","Y","2010-01-01",87.1428571428571
"4025","4390","M1","2009-02-01","MON","2009"," 2","Monica",0,"FALSE","5/1/08"," 39.428571","FALSE","1993-06-06","15.647059","A","7/12/07","Lactating","5/3/08","Cycling","N","2010-01-01",47.7142857142857
"4026","4391","M1","2009-03-01","MON","2009"," 3","Monica",0,"FALSE","5/1/08"," 43.428571","FALSE","1993-06-06","15.723666","A","7/12/07","Lactating","5/3/08","Cycling","N","2010-01-01",43.7142857142857
"4027","4392","M1","2009-04-01","MON","2009"," 4","Monica",0,"FALSE","5/1/08"," 47.857143","FALSE","1993-06-06","15.808482","A","7/12/07","Lactating","5/3/08","Cycling","N","2010-01-01",39.2857142857143
"4028","4393","M1","2009-06-01","MON","2009"," 6","Monica",0,"FALSE","5/1/08"," 56.571429","FALSE","1993-06-06","15.975376","A","7/12/07","Lactating","5/3/08","Cycling","N","2010-01-01",30.5714285714286
"4029","4394","M1","2009-07-01","MON","2009"," 7","Monica",0,"FALSE","5/1/08"," 60.857143","FALSE","1993-06-06","16.057456","A","7/12/07","Lactating","5/3/08","Cycling","N","2010-01-01",26.2857142857143
"4031","4396","M1","2010-02-01","MON","2010"," 2","Monica",0,"FALSE","1/1/10","  4.428571","FALSE","1993-06-06","16.645691","A","5/3/08","Cycling","5/3/08","Cycling","Y","2011-08-01",78
"4032","4397","M1","2010-04-01","MON","2010"," 4","Monica",0,"FALSE","1/1/10"," 12.857143","FALSE","1993-06-06","16.807114","A","5/3/08","Cycling","5/3/08","Cycling","Y","2011-08-01",69.5714285714286
"4033","4398","M1","2010-05-01","MON","2010"," 5","Monica",0,"FALSE","1/1/10"," 17.142857","FALSE","1993-06-06","16.889193","A","5/3/08","Cycling","5/3/08","Cycling","N","2011-08-01",65.2857142857143
"4034","4399","M1","2010-06-01","MON","2010"," 6","Monica",0,"FALSE","1/1/10"," 21.571429","FALSE","1993-06-06","16.974008","A","5/3/08","Cycling","5/3/08","Cycling","N","2011-08-01",60.8571428571429
"4035","4400","M1","2010-07-01","MON","2010"," 7","Monica",0,"FALSE","1/1/10"," 25.857143","FALSE","1993-06-06","17.056088","A","5/3/08","Cycling","5/3/08","Cycling","N","2011-08-01",56.5714285714286
"4036","4401","M1","2010-08-01","MON","2010"," 8","Monica",0,"FALSE","1/1/10"," 30.285714","FALSE","1993-06-06","17.140903","A","5/3/08","Cycling","5/3/08","Cycling","N","2011-08-01",52.1428571428571
"4037","4402","M1","2010-09-01","MON","2010"," 9","Monica",0,"FALSE","1/1/10"," 34.714286","FALSE","1993-06-06","17.225718","A","5/3/08","Cycling","5/3/08","Cycling","N","2011-08-01",47.7142857142857
"4038","4403","M1","2010-10-01","MON","2010","10","Monica",0,"FALSE","1/1/10"," 39.000000","FALSE","1993-06-06","17.307798","A","5/3/08","Cycling","5/3/08","Cycling","N","2011-08-01",43.4285714285714
"4039","4404","M1","2010-11-01","MON","2010","11","Monica",0,"FALSE","1/1/10"," 43.428571","FALSE","1993-06-06","17.392613","A","5/3/08","Cycling","5/3/08","Cycling","N","2011-08-01",39
"4040","4405","M1","2010-12-01","MON","2010","12","Monica",0,"FALSE","1/1/10"," 47.714286","FALSE","1993-06-06","17.474692","A","5/3/08","Cycling","5/3/08","Cycling","N","2011-08-01",34.7142857142857
"4043","4408","M1","2011-05-01","MON","2011"," 5","Monica",0,"FALSE","1/1/10"," 69.285714","FALSE","1993-06-06","17.887825","A","5/3/08","Cycling","4/5/11","Pregnant","N","2011-08-01",13.1428571428571
